sample,assay,video,total_seconds,success_count,frame_count,prop_success
20211117_1326_50-2_38-2_R_q3,open_field,20211117_1326_R,600,18000,18000,1
20211117_1326_38-2_21-2_R_q4,open_field,20211117_1326_R,600,18000,18000,1
20211117_1326_38-2_21-2_R_q2,novel_object,20211117_1326_R,600,18000,18000,1
20211117_1326_50-2_38-2_R_q3,novel_object,20211117_1326_R,600,18000,18000,1
20211117_1429_50-2_38-2_R_q2,open_field,20211117_1429_R,600,18000,18000,1
20211117_1429_50-2_38-2_R_q3,open_field,20211117_1429_R,600,18000,18000,1
20211117_1429_50-2_38-2_R_q4,open_field,20211117_1429_R,600,18000,18000,1
20211117_1429_50-2_38-2_R_q2,novel_object,20211117_1429_R,600,18000,18000,1
20211117_1429_50-2_38-2_R_q4,novel_object,20211117_1429_R,600,18000,18000,1
20211118_1017_38-2_40-1_R_q1,open_field,20211118_1017_R,600,18000,18000,1
20211118_1017_38-2_40-1_R_q2,open_field,20211118_1017_R,600,18000,18000,1
20211118_1017_38-2_40-1_R_q3,open_field,20211118_1017_R,600,18000,18000,1
20211118_1017_38-2_40-1_R_q4,open_field,20211118_1017_R,600,18000,18000,1
20211118_1110_38-2_40-1_R_q1,open_field,20211118_1110_R,600,18000,18000,1
20211118_1110_38-2_40-1_R_q2,open_field,20211118_1110_R,600,18000,18000,1
20211118_1110_8-2_40-1_R_q3,open_field,20211118_1110_R,600,18000,18000,1
20211118_1110_8-2_40-1_R_q4,open_field,20211118_1110_R,600,18000,18000,1
20211118_1110_38-2_40-1_R_q1,novel_object,20211118_1110_R,600,18000,18000,1
20211118_1110_38-2_40-1_R_q2,novel_object,20211118_1110_R,600,18000,18000,1
20211118_1110_8-2_40-1_R_q3,novel_object,20211118_1110_R,600,18000,18000,1
20211118_1110_8-2_40-1_R_q4,novel_object,20211118_1110_R,600,18000,18000,1
20211125_0910_8-2_40-1_R_q1,open_field,20211125_0910_R,600,18000,18000,1
20211125_0910_8-2_40-1_R_q2,open_field,20211125_0910_R,600,18000,18000,1
20211125_0910_8-2_40-1_R_q3,open_field,20211125_0910_R,600,18000,18000,1
20211125_0910_8-2_40-1_R_q1,novel_object,20211125_0910_R,600,18000,18000,1
20211125_0910_8-2_40-1_R_q3,novel_object,20211125_0910_R,600,18000,18000,1
20211125_0910_8-2_40-1_R_q4,novel_object,20211125_0910_R,600,18000,18000,1
20211125_1006_21-2_40-1_R_q1,open_field,20211125_1006_R,600,18000,18000,1
20211125_1006_21-2_40-1_R_q2,open_field,20211125_1006_R,600,18000,18000,1
20211125_1343_21-2_50-2_R_q1,open_field,20211125_1343_R,600,18000,18000,1
20211125_1343_21-2_50-2_R_q2,open_field,20211125_1343_R,600,18000,18000,1
20211125_1343_21-2_50-2_R_q4,open_field,20211125_1343_R,600,18000,18000,1
20211125_1343_21-2_50-2_R_q1,novel_object,20211125_1343_R,600,18000,18000,1
20211125_1445_21-2_40-1_R_q1,open_field,20211125_1445_R,600,18000,18000,1
20211125_1445_21-2_40-1_R_q4,open_field,20211125_1445_R,600,18000,18000,1
20211125_1445_21-2_40-1_R_q4,novel_object,20211125_1445_R,600,18000,18000,1
20211130_0944_21-2_40-1_R_q1,open_field,20211130_0944_R,600,18000,18000,1
20211130_0944_21-2_40-1_R_q2,open_field,20211130_0944_R,600,18000,18000,1
20211130_0944_8-2_38-2_R_q3,open_field,20211130_0944_R,600,18000,18000,1
20211130_0944_8-2_38-2_R_q4,open_field,20211130_0944_R,600,18000,18000,1
20211130_0944_21-2_40-1_R_q1,novel_object,20211130_0944_R,600,18000,18000,1
20211130_0944_8-2_38-2_R_q3,novel_object,20211130_0944_R,600,18000,18000,1
20211130_0944_8-2_38-2_R_q4,novel_object,20211130_0944_R,600,18000,18000,1
20211130_1047_40-1_50-2_R_q1,open_field,20211130_1047_R,600,18000,18000,1
20211130_1047_8-2_38-2_R_q2,open_field,20211130_1047_R,600,18000,18000,1
20211130_1047_40-1_50-2_R_q3,open_field,20211130_1047_R,600,18000,18000,1
20211130_1047_40-1_50-2_R_q4,open_field,20211130_1047_R,600,18000,18000,1
20211130_1047_40-1_50-2_R_q1,novel_object,20211130_1047_R,600,18000,18000,1
20211201_1414_38-2_18-2_R_q1,open_field,20211201_1414_R,600,18000,18000,1
20211201_1414_38-2_18-2_R_q3,open_field,20211201_1414_R,600,18000,18000,1
20211201_1414_38-2_18-2_R_q4,open_field,20211201_1414_R,600,18000,18000,1
20211201_1414_38-2_18-2_R_q1,novel_object,20211201_1414_R,600,18000,18000,1
20211201_1414_38-2_18-2_R_q4,novel_object,20211201_1414_R,600,18000,18000,1
20211201_1500_38-2_18-2_R_q1,open_field,20211201_1500_R,600,18000,18000,1
20211201_1500_38-2_18-2_R_q2,open_field,20211201_1500_R,600,18000,18000,1
20211201_1500_38-2_18-2_R_q4,open_field,20211201_1500_R,600,18000,18000,1
20211201_1500_38-2_18-2_R_q2,novel_object,20211201_1500_R,600,18000,18000,1
20211201_1500_38-2_18-2_R_q3,novel_object,20211201_1500_R,600,18000,18000,1
20211201_1500_38-2_18-2_R_q4,novel_object,20211201_1500_R,600,18000,18000,1
20211203_0937_40-1_50-2_R_q3,open_field,20211203_0937_R,600,40800,40800,1
20211203_0937_40-1_50-2_R_q4,open_field,20211203_0937_R,600,40800,40800,1
20211203_0937_40-1_50-2_R_q3,novel_object,20211203_0937_R,600,40800,40800,1
20211203_0937_40-1_50-2_R_q4,novel_object,20211203_0937_R,600,40800,40800,1
20211203_1041_21-2_40-1_R_q1,open_field,20211203_1041_R,600,41400,41400,1
20211203_1041_21-2_40-1_R_q2,open_field,20211203_1041_R,600,41400,41400,1
20211203_1041_21-2_40-1_R_q3,open_field,20211203_1041_R,600,41400,41400,1
20211203_1041_21-2_40-1_R_q4,open_field,20211203_1041_R,600,41400,41400,1
20211203_1041_21-2_40-1_R_q1,novel_object,20211203_1041_R,600,41400,41400,1
20211207_1342_21-2_40-1_R_q2,open_field,20211207_1342_R,600,40200,40200,1
20211207_1342_21-2_40-1_R_q4,open_field,20211207_1342_R,600,40200,40200,1
20211207_1342_21-2_40-1_R_q1,novel_object,20211207_1342_R,600,40200,40200,1
20211207_1342_21-2_40-1_R_q2,novel_object,20211207_1342_R,600,40200,40200,1
20211207_1342_21-2_40-1_R_q3,novel_object,20211207_1342_R,600,40200,40200,1
20211207_1439_21-2_40-1_R_q2,open_field,20211207_1439_R,600,41400,41400,1
20211207_1439_21-2_40-1_R_q3,novel_object,20211207_1439_R,600,41400,41400,1
20211209_1319_21-2_40-1_R_q1,open_field,20211209_1319_R,600,41400,41400,1
20211209_1319_21-2_40-1_R_q4,open_field,20211209_1319_R,600,41400,41400,1
20211209_1319_21-2_40-1_R_q4,novel_object,20211209_1319_R,600,41400,41400,1
20211209_1424_21-2_40-1_R_q1,open_field,20211209_1424_R,600,41400,41400,1
20211209_1424_21-2_40-1_R_q2,open_field,20211209_1424_R,600,41400,41400,1
20211209_1424_8-2_40-1_R_q3,open_field,20211209_1424_R,600,41400,41400,1
20211209_1424_21-2_40-1_R_q4,open_field,20211209_1424_R,600,41400,41400,1
20211209_1424_21-2_40-1_R_q1,novel_object,20211209_1424_R,600,41400,41400,1
20211209_1424_21-2_40-1_R_q2,novel_object,20211209_1424_R,600,41400,41400,1
20211209_1424_21-2_40-1_R_q4,novel_object,20211209_1424_R,600,41400,41400,1
20211210_0936_8-2_40-1_R_q1,open_field,20211210_0936_R,600,40800,40800,1
20211210_0936_8-2_40-1_R_q4,open_field,20211210_0936_R,600,40800,40800,1
20211210_0936_8-2_40-1_R_q3,novel_object,20211210_0936_R,600,40800,40800,1
20211210_0936_8-2_40-1_R_q4,novel_object,20211210_0936_R,600,40800,40800,1
20211210_1036_38-2_18-2_R_q1,open_field,20211210_1036_R,600,41400,41400,1
20211210_1036_38-2_18-2_R_q2,open_field,20211210_1036_R,600,41400,41400,1
20211210_1036_38-2_18-2_R_q4,open_field,20211210_1036_R,600,41400,41400,1
20211210_1346_38-2_18-2_R_q1,open_field,20211210_1346_R,600,40800,40800,1
20211210_1346_38-2_18-2_R_q4,open_field,20211210_1346_R,600,40800,40800,1
20211210_1346_38-2_18-2_R_q1,novel_object,20211210_1346_R,600,40800,40800,1
20211210_1346_38-2_18-2_R_q3,novel_object,20211210_1346_R,600,40800,40800,1
20211210_1346_38-2_18-2_R_q4,novel_object,20211210_1346_R,600,40800,40800,1
20211213_1004_38-2_18-2_R_q1,open_field,20211213_1004_R,600,41400,41400,1
20211213_1004_38-2_18-2_R_q2,open_field,20211213_1004_R,600,41400,41400,1
20211213_1004_50-2_8-2_R_q3,open_field,20211213_1004_R,600,41400,41400,1
20211213_1004_38-2_18-2_R_q4,open_field,20211213_1004_R,600,41400,41400,1
20211213_1004_38-2_18-2_R_q1,novel_object,20211213_1004_R,600,41400,41400,1
20211213_1004_38-2_18-2_R_q2,novel_object,20211213_1004_R,600,41400,41400,1
20211213_1004_50-2_8-2_R_q3,novel_object,20211213_1004_R,600,41400,41400,1
20211213_1004_38-2_18-2_R_q4,novel_object,20211213_1004_R,600,41400,41400,1
20211213_1353_50-2_8-2_R_q1,open_field,20211213_1353_R,600,40800,40800,1
20211213_1353_50-2_8-2_R_q3,open_field,20211213_1353_R,600,40800,40800,1
20211213_1353_50-2_8-2_R_q4,open_field,20211213_1353_R,600,40800,40800,1
20211213_1353_50-2_8-2_R_q3,novel_object,20211213_1353_R,600,40800,40800,1
20211213_1353_50-2_8-2_R_q4,novel_object,20211213_1353_R,600,40800,40800,1
20211215_0952_50-2_38-2_R_q3,open_field,20211215_0952_R,600,39600,39600,1
20211215_0952_50-2_38-2_R_q3,novel_object,20211215_0952_R,600,39600,39600,1
20211215_0952_50-2_38-2_R_q4,novel_object,20211215_0952_R,600,39600,39600,1
20211215_1423_50-2_38-2_R_q1,open_field,20211215_1423_R,600,18000,18000,1
20211215_1423_50-2_38-2_R_q2,open_field,20211215_1423_R,600,18000,18000,1
20211215_1423_38-2_40-1_R_q3,open_field,20211215_1423_R,600,18000,18000,1
20211215_1423_50-2_38-2_R_q4,open_field,20211215_1423_R,600,18000,18000,1
20211215_1423_50-2_38-2_R_q1,novel_object,20211215_1423_R,600,18000,18000,1
20211215_1423_38-2_40-1_R_q3,novel_object,20211215_1423_R,600,18000,18000,1
20211215_1423_50-2_38-2_R_q4,novel_object,20211215_1423_R,600,18000,18000,1
20211217_0951_38-2_40-1_R_q3,open_field,20211217_0951_R,600,18000,18000,1
20211217_0951_38-2_40-1_R_q4,open_field,20211217_0951_R,600,18000,18000,1
20211217_1106_50-2_18-2_R_q1,open_field,20211217_1106_R,600,18000,18000,1
20211217_1106_38-2_40-1_R_q2,open_field,20211217_1106_R,600,18000,18000,1
20211217_1106_50-2_18-2_R_q3,open_field,20211217_1106_R,600,18000,18000,1
20211217_1106_38-2_40-1_R_q2,novel_object,20211217_1106_R,599.5666666666667,17987,17987,1
20211217_1106_50-2_18-2_R_q3,novel_object,20211217_1106_R,599.5666666666667,17987,17987,1
20211217_1416_50-2_18-2_R_q1,open_field,20211217_1416_R,600,18000,18000,1
20211217_1416_50-2_18-2_R_q2,open_field,20211217_1416_R,600,18000,18000,1
20211217_1416_50-2_18-2_R_q3,open_field,20211217_1416_R,600,18000,18000,1
20211217_1416_50-2_18-2_R_q1,novel_object,20211217_1416_R,600,18000,18000,1
20211217_1416_50-2_18-2_R_q2,novel_object,20211217_1416_R,600,18000,18000,1
20211217_1416_50-2_18-2_R_q4,novel_object,20211217_1416_R,600,18000,18000,1
20211220_0954_50-2_18-2_R_q1,open_field,20211220_0954_R,600,18000,18000,1
20211220_0954_50-2_18-2_R_q2,open_field,20211220_0954_R,600,18000,18000,1
20211220_0954_50-2_18-2_R_q4,open_field,20211220_0954_R,600,18000,18000,1
20211220_0954_50-2_18-2_R_q1,novel_object,20211220_0954_R,599.9666666666667,17999,17999,1
20211220_0954_50-2_18-2_R_q4,novel_object,20211220_0954_R,599.9666666666667,17999,17999,1
20211220_1423_50-2_18-2_R_q4,open_field,20211220_1423_R,600,18000,18000,1
20211220_1423_50-2_18-2_R_q1,novel_object,20211220_1423_R,600,18000,18000,1
20211220_1423_50-2_18-2_R_q4,novel_object,20211220_1423_R,600,18000,18000,1
20211220_1527_38-2_21-2_R_q1,open_field,20211220_1527_R,600,18000,18000,1
20211220_1527_38-2_21-2_R_q3,open_field,20211220_1527_R,600,18000,18000,1
20211220_1527_38-2_21-2_R_q4,open_field,20211220_1527_R,600,18000,18000,1
20211220_1527_38-2_21-2_R_q3,novel_object,20211220_1527_R,599.9,17997,17997,1
20211221_1356_38-2_18-2_R_q1,open_field,20211221_1356_R,600,18000,18000,1
20211221_1356_38-2_18-2_R_q3,open_field,20211221_1356_R,600,18000,18000,1
20211221_1356_38-2_18-2_R_q4,open_field,20211221_1356_R,600,18000,18000,1
20211221_1356_38-2_18-2_R_q1,novel_object,20211221_1356_R,600,18000,18000,1
20211221_1356_38-2_18-2_R_q4,novel_object,20211221_1356_R,600,18000,18000,1
20211221_1452_38-2_18-2_R_q2,open_field,20211221_1452_R,600,18000,18000,1
20211221_1452_38-2_18-2_R_q3,open_field,20211221_1452_R,600,18000,18000,1
20211221_1452_38-2_18-2_R_q1,novel_object,20211221_1452_R,600,18000,18000,1
20211221_1452_38-2_18-2_R_q4,novel_object,20211221_1452_R,600,18000,18000,1
20211222_0946_8-2_38-2_R_q1,open_field,20211222_0946_R,600,18000,18000,1
20211222_0946_8-2_38-2_R_q2,open_field,20211222_0946_R,600,18000,18000,1
20211222_0946_8-2_38-2_R_q3,open_field,20211222_0946_R,600,18000,18000,1
20211222_0946_8-2_38-2_R_q4,open_field,20211222_0946_R,600,18000,18000,1
20211222_0946_8-2_38-2_R_q3,novel_object,20211222_0946_R,600,18000,18000,1
20211222_1045_8-2_38-2_R_q1,open_field,20211222_1045_R,600,17400,17400,1
20211222_1045_8-2_38-2_R_q2,open_field,20211222_1045_R,600,17400,17400,1
20211222_1045_8-2_38-2_R_q4,open_field,20211222_1045_R,600,17400,17400,1
20211222_1045_8-2_38-2_R_q1,novel_object,20211222_1045_R,600,17400,17400,1
20211222_1045_8-2_38-2_R_q2,novel_object,20211222_1045_R,600,17400,17400,1
20220321_0959_8-2_40-1_L_q2,open_field,20220321_0959_L,600,18000,18000,1
20220321_0959_8-2_40-1_L_q3,open_field,20220321_0959_L,600,18000,18000,1
20220321_0959_8-2_40-1_L_q1,novel_object,20220321_0959_L,600,18000,18000,1
20220321_0959_8-2_40-1_L_q2,novel_object,20220321_0959_L,600,18000,18000,1
20220321_0959_8-2_40-1_L_q4,novel_object,20220321_0959_L,600,18000,18000,1
20220321_1001_8-2_40-1_R_q1,open_field,20220321_1001_R,600,17400,17400,1
20220321_1001_8-2_40-1_R_q1,novel_object,20220321_1001_R,600,17400,17400,1
20220322_1011_38-2_40-1_R_q1,open_field,20220322_1011_R,600,17400,17400,1
20220322_1011_38-2_40-1_R_q2,open_field,20220322_1011_R,600,17400,17400,1
20220322_1011_38-2_40-1_R_q3,open_field,20220322_1011_R,600,17400,17400,1
20220322_1011_38-2_40-1_R_q4,open_field,20220322_1011_R,600,17400,17400,1
20220322_1011_38-2_40-1_R_q2,novel_object,20220322_1011_R,600,17400,17400,1
20220322_1011_38-2_40-1_R_q4,novel_object,20220322_1011_R,600,17400,17400,1
20220322_1014_38-2_40-1_L_q1,open_field,20220322_1014_L,600,17400,17400,1
20220322_1014_38-2_40-1_L_q2,open_field,20220322_1014_L,600,17400,17400,1
20220322_1014_38-2_40-1_L_q3,open_field,20220322_1014_L,600,17400,17400,1
20220322_1014_38-2_40-1_L_q4,open_field,20220322_1014_L,600,17400,17400,1
20220322_1014_38-2_40-1_L_q1,novel_object,20220322_1014_L,600,17400,17400,1
20220322_1014_38-2_40-1_L_q2,novel_object,20220322_1014_L,600,17400,17400,1
20220322_1014_38-2_40-1_L_q3,novel_object,20220322_1014_L,600,17400,17400,1
20220322_1014_38-2_40-1_L_q4,novel_object,20220322_1014_L,600,17400,17400,1
20220323_1421_38-2_40-1_L_q2,open_field,20220323_1421_L,600,17400,17400,1
20220323_1421_38-2_40-1_L_q1,novel_object,20220323_1421_L,600,17400,17400,1
20220323_1421_38-2_40-1_L_q2,novel_object,20220323_1421_L,600,17400,17400,1
20220323_1422_38-2_40-1_R_q1,open_field,20220323_1422_R,600,17400,17400,1
20220323_1422_38-2_40-1_R_q2,novel_object,20220323_1422_R,600,17400,17400,1
20220325_1010_38-2_40-1_L_q2,open_field,20220325_1010_L,600,17400,17400,1
20220325_1010_21-2_40-1_L_q3,open_field,20220325_1010_L,600,17400,17400,1
20220325_1010_38-2_40-1_L_q2,novel_object,20220325_1010_L,600,17400,17400,1
20220325_1011_21-2_40-1_R_q1,open_field,20220325_1011_R,600,17400,17400,1
20220325_1011_21-2_40-1_R_q3,novel_object,20220325_1011_R,600,17400,17400,1
20220328_1359_50-2_18-2_L_q1,open_field,20220328_1359_L,600,17400,17400,1
20220328_1359_50-2_18-2_L_q2,open_field,20220328_1359_L,600,17400,17400,1
20220328_1359_50-2_18-2_L_q1,novel_object,20220328_1359_L,600,17400,17400,1
20220328_1359_50-2_18-2_L_q2,novel_object,20220328_1359_L,600,17400,17400,1
20220328_1400_38-2_18-2_R_q1,novel_object,20220328_1400_R,600,17400,17400,1
20220328_1400_38-2_18-2_R_q4,novel_object,20220328_1400_R,600,17400,17400,1
20220329_0919_21-2_40-1_L_q1,open_field,20220329_0919_L,600,17400,17400,1
20220329_0919_21-2_40-1_L_q2,open_field,20220329_0919_L,600,17400,17400,1
20220329_0919_21-2_40-1_L_q3,open_field,20220329_0919_L,600,17400,17400,1
20220329_0919_21-2_40-1_L_q4,open_field,20220329_0919_L,600,17400,17400,1
20220329_0919_21-2_40-1_L_q2,novel_object,20220329_0919_L,600,17400,17400,1
20220329_0921_38-2_40-1_R_q1,open_field,20220329_0921_R,600,17400,17400,1
20220329_0921_38-2_40-1_R_q1,novel_object,20220329_0921_R,600,17400,17400,1
20220329_0921_38-2_40-1_R_q3,novel_object,20220329_0921_R,600,17400,17400,1
20220330_0917_21-2_40-1_L_q1,open_field,20220330_0917_L,600,17400,17400,1
20220330_0917_21-2_40-1_L_q2,open_field,20220330_0917_L,600,17400,17400,1
20220330_0917_21-2_40-1_L_q3,open_field,20220330_0917_L,600,17400,17400,1
20220330_0917_21-2_40-1_L_q4,open_field,20220330_0917_L,600,17400,17400,1
20220330_0917_21-2_40-1_L_q1,novel_object,20220330_0917_L,600,17400,17400,1
20220330_0917_21-2_40-1_L_q3,novel_object,20220330_0917_L,600,17400,17400,1
20220330_0917_21-2_40-1_L_q4,novel_object,20220330_0917_L,600,17400,17400,1
20220330_0918_21-2_40-1_R_q1,open_field,20220330_0918_R,600,17400,17400,1
20220330_0918_21-2_40-1_R_q2,open_field,20220330_0918_R,600,17400,17400,1
20220330_0918_21-2_40-1_R_q4,open_field,20220330_0918_R,600,17400,17400,1
20220330_0918_21-2_40-1_R_q1,novel_object,20220330_0918_R,600,17400,17400,1
20220330_0918_21-2_40-1_R_q2,novel_object,20220330_0918_R,600,17400,17400,1
20220330_0918_21-2_40-1_R_q4,novel_object,20220330_0918_R,600,17400,17400,1
20220401_0953_50-2_18-2_L_q1,open_field,20220401_0953_L,600,17400,17400,1
20220401_0953_50-2_18-2_L_q4,open_field,20220401_0953_L,600,17400,17400,1
20220401_0953_50-2_18-2_L_q2,novel_object,20220401_0953_L,600,17400,17400,1
20220401_0953_50-2_18-2_L_q3,novel_object,20220401_0953_L,600,17400,17400,1
20220401_0953_50-2_18-2_L_q4,novel_object,20220401_0953_L,600,17400,17400,1
20220401_0955_8-2_40-1_R_q1,open_field,20220401_0955_R,600,17400,17400,1
20220401_0955_8-2_40-1_R_q3,open_field,20220401_0955_R,600,17400,17400,1
20220401_0955_50-2_18-2_R_q2,novel_object,20220401_0955_R,600,17400,17400,1
20220401_0955_8-2_40-1_R_q3,novel_object,20220401_0955_R,600,17400,17400,1
20220401_0955_8-2_40-1_R_q4,novel_object,20220401_0955_R,600,17400,17400,1
20220405_1004_8-2_40-1_L_q1,open_field,20220405_1004_L,600,17400,17400,1
20220405_1004_38-2_40-1_L_q4,open_field,20220405_1004_L,600,17400,17400,1
20220405_1005_38-2_40-1_R_q3,open_field,20220405_1005_R,600,17400,17400,1
20220405_1005_38-2_40-1_R_q1,novel_object,20220405_1005_R,600,17400,17400,1
20220405_1005_38-2_40-1_R_q4,novel_object,20220405_1005_R,600,17400,17400,1
20220408_0953_38-2_40-1_L_q1,open_field,20220408_0953_L,600,17400,17400,1
20220408_0953_38-2_40-1_L_q2,open_field,20220408_0953_L,600,17400,17400,1
20220408_0953_38-2_40-1_L_q4,open_field,20220408_0953_L,600,17400,17400,1
20220408_0955_38-2_40-1_R_q3,open_field,20220408_0955_R,600,17400,17400,1
20220408_0955_38-2_40-1_R_q2,novel_object,20220408_0955_R,600,17400,17400,1
20220408_0955_38-2_40-1_R_q3,novel_object,20220408_0955_R,600,17400,17400,1
20220411_1009_38-2_40-1_L_q2,open_field,20220411_1009_L,600,17400,17400,1
20220411_1009_8-2_38-2_L_q3,open_field,20220411_1009_L,600,17400,17400,1
20220411_1009_8-2_38-2_L_q4,open_field,20220411_1009_L,600,17400,17400,1
20220411_1009_8-2_38-2_L_q4,novel_object,20220411_1009_L,600,17400,17400,1
20220411_1010_8-2_38-2_R_q1,open_field,20220411_1010_R,600,17400,17400,1
20220411_1010_8-2_38-2_R_q4,open_field,20220411_1010_R,600,17400,17400,1
20220411_1010_8-2_38-2_R_q4,novel_object,20220411_1010_R,600,17400,17400,1
20220427_0948_38-2_21-2_L_q1,open_field,20220427_0948_L,600,17400,17400,1
20220427_0948_38-2_21-2_L_q2,open_field,20220427_0948_L,600,17400,17400,1
20220427_0948_38-2_21-2_L_q4,open_field,20220427_0948_L,600,17400,17400,1
20220427_0948_38-2_21-2_L_q1,novel_object,20220427_0948_L,600,17400,17400,1
20220427_0948_38-2_21-2_L_q2,novel_object,20220427_0948_L,600,17400,17400,1
20220427_0951_38-2_21-2_R_q2,open_field,20220427_0951_R,600,17400,17400,1
20220427_0951_18-2_21-2_R_q3,open_field,20220427_0951_R,600,17400,17400,1
20220427_0951_18-2_21-2_R_q4,open_field,20220427_0951_R,600,17400,17400,1
20220427_0951_18-2_21-2_R_q4,novel_object,20220427_0951_R,600,17400,17400,1
20220428_1015_18-2_21-2_L_q1,open_field,20220428_1015_L,600,17400,17400,1
20220428_1015_18-2_21-2_L_q2,open_field,20220428_1015_L,600,17400,17400,1
20220428_1015_18-2_21-2_L_q3,open_field,20220428_1015_L,600,17400,17400,1
20220428_1015_18-2_21-2_L_q2,novel_object,20220428_1015_L,600,17400,17400,1
20220428_1015_18-2_21-2_L_q3,novel_object,20220428_1015_L,600,17400,17400,1
20220428_1015_18-2_21-2_L_q4,novel_object,20220428_1015_L,600,17400,17400,1
20220428_1016_21-2_40-1_R_q2,open_field,20220428_1016_R,600,17400,17400,1
20220428_1016_21-2_40-1_R_q4,open_field,20220428_1016_R,600,17400,17400,1
20220502_0956_21-2_40-1_L_q1,open_field,20220502_0956_L,600,17400,17400,1
20220502_0956_21-2_40-1_L_q2,open_field,20220502_0956_L,600,17400,17400,1
20220502_0956_21-2_40-1_L_q3,open_field,20220502_0956_L,600,17400,17400,1
20220502_0956_21-2_40-1_L_q4,open_field,20220502_0956_L,600,17400,17400,1
20220502_0956_21-2_40-1_L_q2,novel_object,20220502_0956_L,600,17400,17400,1
20220502_0956_21-2_40-1_L_q4,novel_object,20220502_0956_L,600,17400,17400,1
20220502_0957_21-2_40-1_R_q1,open_field,20220502_0957_R,600,17400,17400,1
20220502_0957_21-2_40-1_R_q4,open_field,20220502_0957_R,600,17400,17400,1
20220502_0957_21-2_40-1_R_q1,novel_object,20220502_0957_R,600,17400,17400,1
20220502_0957_21-2_40-1_R_q2,novel_object,20220502_0957_R,600,17400,17400,1
20220502_0957_21-2_40-1_R_q4,novel_object,20220502_0957_R,600,17400,17400,1
20220503_1017_50-2_18-2_L_q2,open_field,20220503_1017_L,600,17400,17400,1
20220503_1017_38-2_18-2_L_q3,open_field,20220503_1017_L,600,17400,17400,1
20220503_1017_38-2_18-2_L_q4,open_field,20220503_1017_L,600,17400,17400,1
20220503_1017_50-2_18-2_L_q2,novel_object,20220503_1017_L,600,17400,17400,1
20220503_1017_38-2_18-2_L_q4,novel_object,20220503_1017_L,600,17400,17400,1
20220503_1019_38-2_18-2_R_q4,open_field,20220503_1019_R,600,17400,17400,1
20220503_1019_38-2_18-2_R_q2,novel_object,20220503_1019_R,600,17400,17400,1
20220503_1019_38-2_18-2_R_q3,novel_object,20220503_1019_R,600,17400,17400,1
20220503_1019_38-2_18-2_R_q4,novel_object,20220503_1019_R,600,17400,17400,1
20220505_1011_38-2_40-1_L_q3,open_field,20220505_1011_L,600,17400,17400,1
20220505_1011_38-2_40-1_L_q3,novel_object,20220505_1011_L,600,17400,17400,1
20220505_1013_38-2_40-1_R_q1,open_field,20220505_1013_R,600,17400,17400,1
20220505_1013_38-2_21-2_R_q3,open_field,20220505_1013_R,600,17400,17400,1
20220505_1013_38-2_40-1_R_q1,novel_object,20220505_1013_R,600,17400,17400,1
20220505_1013_38-2_21-2_R_q3,novel_object,20220505_1013_R,600,17400,17400,1
20220505_1013_38-2_40-1_R_q4,novel_object,20220505_1013_R,600,17400,17400,1
20220506_1040_38-2_21-2_L_q2,open_field,20220506_1040_L,600,17400,17400,1
20220506_1041_21-2_50-2_R_q1,open_field,20220506_1041_R,600,17400,17400,1
20220506_1041_21-2_50-2_R_q2,open_field,20220506_1041_R,600,17400,17400,1
20220506_1041_50-2_38-2_R_q4,open_field,20220506_1041_R,600,17400,17400,1
20220506_1041_21-2_50-2_R_q2,novel_object,20220506_1041_R,600,17400,17400,1
